name,occurrences,essays
"Rohe Mies van der","1","Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;"
"Rolland Romain","1","Due interviste su scienza e letteratura;"
"Romagnoli Sergio","3","La città pensata: la misura degli spazi;"
"Romano Laila","1","Dialogo di due scrittori in crisi;Gustave Flaubert, Trois contes;"
"Romano Mili","1","L'antitesi operaia;Bachtin;"
"Romano Ruggiero","1","La filosofia di Raymond Queneau;"
"Romolo Augustolo","1","L'isola del tesoro ha il suo segreto;"
"Roosevelt Franklin Delano","4","La macchina spasmodica;Cartoline dall'America;Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;Definizioni di territori: il fantastico;Diario americano 1960;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Sono stato stalinista anch'io?;"
"Roosevelt Theodore","1","Cartoline dall'America;"
"Roscioni Gian Carlo","4","La macchina spasmodica;Cartoline dall'America;Tre correnti del romanzo italiano d'oggi;5. Molteplicità;La sfida al labirinto;La Meditazione milanese;"
"Rosenberg Alfred","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"RosenbergJulius e Ethel","2","Definizioni di territori: il fantastico;Diario americano 1960;"
"Rosenstiehl Pierre","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Rosi Francesco","1","La sfida al labirinto;Carlo Levi, Il quaderno a cancelli;"
"Rospicicz Emanuel","1","Autobiografia politica giovanile;"
"Rossanda Rossana","1","L'antitesi operaia;Viaggio, dialogo, utopia;"
"Rossellini Roberto","2","L'italiano, una lingua tra le altre lingue;Letteratura, città aperta?;Filosofia e letteratura;I1 realismo italiano nel cinema e nella narrativa;"
"Rossello Mario","1","Natura e storia nel romanzo;Il viandante nella mappa;"
"Rossi Alberto","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Rossi Aldo","1","L'antitesi operaia;Viaggio, dialogo, utopia;"
"Rossi Doria Manlio","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Ricordo di Scotellaro;"
"Rossi Ernesto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ritratto di Massimo Mila;"
"Rossi Mario Manlio","3","Il mare dell'oggettività;La geografia delle fate;"
"Rossini Gioacchino","1","L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;"
"Rostand Edmond","3","Cyrano sulla Luna;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;"
"Roubaud Jacques","4","La filosofia di Raymond Queneau;Vittorini: progettazione e letteratura;I cavalieri del Graal;"
"Rougemont Denis de","1","L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;"
"RousseauJean-Jacques","20","Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Per Fourier: 2. L'ordinatore dei desideri;Una pietra sopra;Com'era nuovo il Nuovo Mondo;Le meraviglie della cronaca nera;Dialogo di due scrittori in crisi;Defoe: Robinson Crusoe, il giornale delle virtù mercantili;Denis Diderot, Jacques le fataliste;La «belle époque» inaspettata;Giammaria Ortes;La sfida al labirinto;Natalia Ginzburg o le possibilità del romanzo borghese;L'antitesi operaia;Biffures di Michel Leiris;Omaggio a Octavio Paz;L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Perché leggere i classici;Il libro, i libri;La squadratura (per Giulio Paolini);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lo sguardo da lontano di Claude Lévi-Strauss;Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Roussel Raymond","6","Pavese: essere e fare;Piccola antologia di ottave;Un'amara serenità;In memoria di Sergio Solmi;L'antitesi operaia;Perec, La vita istruzioni per l'uso;La filosofia di Raymond Queneau;Colloquio con Ferdinando Camon;"
"Rovatti Pier Aldo","1","Per chi si scrive? (Lo scaffale ipotetico);Carlo Ginzburg, Spie: radici di un paradigma indiziario;"
"Rubattino Raffaele","2","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Il terzo lato è il mare (Genova, Piazza Caricamento);"
"Rubeo Ugo","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;"
"Ruffini Jacopo","1","Sanremo città dell'oro;"
"RulfoJuan","1","Vittorini: progettazione e letteratura;Lettera di uno scrittore «minore»;"
"Ruprecht Hans Georg","1","Dialogo di due scrittori in crisi;Il libro della natura in Galileo;"
"Rushdie Salman","6","Non darò più fiato alle trombe;I fidi della mezzanotte di Salman Rushdie;"
"Ruskin John","4","La sfida al labirinto;Natalia Ginzburg o le possibilità del romanzo borghese;La redenzione degli oggetti;Vittorini: progettazione e letteratura;Perché leggere i classici;Definizioni di territori: il comico;Una mostra di William Turner;"
"Russell Bertrand","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);I nostri nervi;"
"Ruysch Federico","1","Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;"
"Ruzante (Angelo Beolco)","1","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;"
"Ryoku Saito","1","Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;"
"Saba Linuccia","1","La sfida al labirinto;Carlo Levi, Il quaderno a cancelli;"
"Saba Umberto","4","Tre correnti del romanzo italiano d'oggi;3. Esattezza;Ricordo di Bobi Bazlen;11 taciturno ciarliero (per Giorgio Caproni);La sfida al labirinto;Lo scoglio di Montale;"
"Sacchetti Roberto","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Sacco Nicola","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Un leader comunista: Vittorio Vidali;Definizioni di territori: il fantastico;Diario americano 1960;"
"Sade marchese di (Donatien Alphonse FrancÃßois de)","22","Vittorini: progettazione e letteratura;Perché leggere i classici;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lettera di dimissioni dal P.C.I.;Definizioni di territori: l'erotico (Il sesso e il riso);Quaderno americano;Per Fourier: 1. La società amorosa;Le virtù sorridenti (per Ada Gobetti);Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Altri discorsi dí letteratura e società;Bibliografia della critica;Pavese: essere e fare;La città-romanzo in Balzac;Giammaria Ortes;Castelli di delizie e castelli del terrore;Sette fiasche di lacrime;Filosofia e letteratura;Sade è dentro di noi (Pasolini, Salò);Su Pasolini: una risposta a Moravia;Il rapporto con la luna;Delitto in Europa;"
"Sahagun Bernardino de","1","Per chi si scrive? (Lo scaffale ipotetico);Cannibali e re di Marvin Harris;"
"Saint-ExupeÃÅry Antoine de","3","La sfida al labirinto;Primo Levi, La ricerca delle radici;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;L'avventura sottomarina;"
"Saint-Martin Louis Claude de","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;"
"Saint-Pierre Bernardin de","1","Natura e storia nel romanzo;Gli dèi della città;"
"Saint-Simon Claude Henri de Rouvroy- conte di","7","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Situazione 1978;Per Fourier: 3. Commiato. L'utopia pulviscolare;Roberto Calasso, La rovina di Kasch;Vittorini: progettazione e letteratura;Perché leggere i classici;Colloquio con Ferdinando Camon;"
"Sainte-Beuve Charles Augustin de","1","Roberto Calasso, La rovina di Kasch;"
"Saitta Armando","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Intervista di Maria Corti;"
"Salgari Emilio","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Salinari Carlo","1","Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"SalinasJone","1","Taccuino di viaggio nell'Unione Sovietica;"
"SalingerJerome David","1","Filosofia e letteratura;L'eclisse di Antonioni;"
"Salomone-Marino Salvatore","1","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;"
"Salsano Alfredo","1","Vittorini: progettazione e letteratura;Palomar e l'enciclopedia;"
"Saltykov Michail Evgrafovic (detto Scedrin)","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Sand George (Amandine Dupin)","5","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Natura e storia nel romanzo;Il patrimonio dei draghi;Scrittori che disegnano;L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;"
"Sand Maurice","1","Natura e storia nel romanzo;Il patrimonio dei draghi;"
"Sanguineti Edoardo","8","Non darò più fiato alle trombe;La filosofia di Raymond Queneau;I fidi della mezzanotte di Salman Rushdie;Definizioni di territori: l'erotico (Il sesso e il riso);Diario dell'ultimo venuto;Natura e storia nel romanzo;Appendice: Sotto quella pietra;Le Odissee nell'Odissea;La sfida al labirinto;Manganelli, Centuria;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Franco Antonicelli;"
"Sannazaro Iacopo","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"SanthiaÃÄ Battista","1","Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;"
"Santillana Giorgio de","7","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Sanzio Raffaello","4","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;La squadratura (per Giulio Paolini);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"Sapegno Natalino","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;"
"Saragat Giuseppe","1","L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;"
"Saroyan William","5","La sfida al labirinto;Foglio di via di Franco Fortini;Pavese in tre libri;L'antitesi operaia;Raymond Queneau, Pierrot amico mio;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Una sfida a flip;"
"Sartre Jean-Paul","9","Natura e storia nel romanzo;La Colonna Traiana raccontata;Il mare dell'oggettività;Vittorini: progettazione e letteratura;Perché leggere i classici;La ragazza di Bube di Carlo Cassola;L'antitesi operaia;Francis Ponge;L'italiano, una lingua tra le altre lingue;Questioni sul realismo;Risposte a 9 domande sul romanzo;Mondo scritto e mondo non scritto;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Saussure Ferdinand de","5","Natura e storia nel romanzo;In memoria di Roland Barthes;La sfida al labirinto;La Meditazione milanese;L'esattezza e il caso (per Tommaso Landolfi);Un'amara serenità;Gianni Rodari;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lo sguardo da lontano di Claude Lévi-Strauss;"
"Savigny Friedrich Karl von","1","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Savinio Alberto","3","Pavese: essere e fare;Carlo Collodi, Pinocchio;Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Savoia Letterio","1","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Savoia Maurizio di- cardinale","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"Savonarola Gerolamo","1","L'antitesi operaia;Manniano all'incontrario;"
"Saxl Fritz","1","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;"
"Saxton","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Sbarbaro Camillo","2","Liguria;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Sceglov s.c.","2","La «belle époque» inaspettata;Ovidio e la contiguità universale;"
"Scalera Michele","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Scalfari Eugenio","3","Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Per chi si scrive? (Lo scaffale ipotetico);Histoire du chevalier parenthèse (per Albrecht Altdorfer);"
"Scelba Mario","2","Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;Due interviste su scienza e letteratura;Il senso della durezza;"
"Scheiner Cristoph","1","Il mare dell'oggettività;La luce negli occhi;"
"Scheiwiller Vanni","2","Vittorini: progettazione e letteratura;La mappa delle metafore (Il Pentamerone di G.B. Basile);Per chi si scrive? (Lo scaffale ipotetico);Gli uccelli di Paolo Uccello;"
"Scheler Max","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Saggi sull'amore di Ortega y Gasset;"
"ScheÃÅrer ReneÃÅ","3","Per chi si scrive? (Lo scaffale ipotetico);Histoire du chevalier parenthèse (per Albrecht Altdorfer);Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Indice dei nomi;"
"Schiaparelli Giovanni","2","Un deserto in più;"
"SchillerJohann Christoph Friedrich von","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Schmidt Arno","2","Non darò più fiato alle trombe;I fidi della mezzanotte di Salman Rushdie;Filosofia e letteratura;Luis Butiuel;"
"Schonberg Arnold","1","Per Fourier: 1. La società amorosa;Intervista di Alberto Arbasino;"
"Schopenhauer Arthur","2","il dottor Jekyll tradotto da Fruttero & Lucentini;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lo sguardo da lontano di Claude Lévi-Strauss;"
"Schulz Bruno","4","Definizioni di territori: il fantastico;Diario americano 1960;Non darò più fiato alle trombe;Le botteghe color cannella di Bruno Schulz;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Album di francobolli;"
"Schweitzer Albert","1","Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;"
"SchwittersKurt","1","Mondo scritto e mondo non scritto;"
"Schwob Marcel","1","il dottor Jekyll tradotto da Fruttero & Lucentini;"
"Sciascia Leonardo","11","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;Letteratura e potere (su un saggio di Alberto Asor Rosa);Due interviste su scienza e letteratura;Al di là della paura;11 paese non può attendere;Moro ovvero una tragedia del potere;"
"Scorza Carlo","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Scotellaro Rocco","7","L'antitesi operaia;Jorge Luis Borges;Tre correnti del romanzo italiano d'oggi;3. Esattezza;4. Visibilità;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Ricordo di Scotellaro;"
"Scott Walter","4","Il mare dell'oggettività;La geografia delle fate;L'isola del tesoro ha il suo segreto;L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"ScudeÃÅry Madleine de","1","Natura e storia nel romanzo;Il viandante nella mappa;"
"Seborga Guido","1","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Secchia Pietro","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Celeste Negarville;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;"
"Segalen Victor","2","Natura e storia nel romanzo;Ditelo coi nodi;"
"Selkirk Alexander","1","Dialogo di due scrittori in crisi;Defoe: Robinson Crusoe, il giornale delle virtù mercantili;"
"Selvatico Estense Dianella","2","L'antitesi operaia;Perec, La vita istruzioni per l'uso;"
"Seminara Fortunato","3","Un'amara serenità;Ricordo di Fortunato Seminara;"
"Senofonte","5","La «belle époque» inaspettata;Senofonte, Anabasi;"
"Serafini Luigi","4","Il mare dell'oggettività;L'enciclopedia d'un visionario;"
"Serao Matilde","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Serbandini Giovanni (detto Bini)","1","Per Fourier: 2. L'ordinatore dei desideri;Gli anni dell'«Unità»;"
"Sereni Vittorio","4","L'italiano, una lingua tra le altre lingue;Omaggio a Gore Vidal;Saremo come Omero!;Vittorini: progettazione e letteratura;La «tematica industriale»;"
"Serini Paolo","1","Dialogo di due scrittori in crisi;Cento anni di Maupassant;"
"Serra Paolo","1","Per chi si scrive? (Lo scaffale ipotetico);Gli uccelli di Paolo Uccello;"
"Serres Michel","1","Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Serse- imperatore persiano","1","Tre correnti del romanzo italiano d'oggi;Le sculture e i nomadi;"
"Sertoli Giuseppe","2","Natura e storia nel romanzo;I Promessi Sposi: il romanzo dei rapporti di forza;I livelli della realtà in letteratura;"
"Settembrini Luigi","1","Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;"
"Settis Salvatore","1","Natura e storia nel romanzo;La Colonna Traiana raccontata;"
"SeumeJohann Gottfried","1","La città pensata: la misura degli spazi;"
"SeÃÅvigneÃÅ Marie de Rabutin Chantal","1","Vittorini: progettazione e letteratura;Letteratura a sedère;"
"Seymour R.","1","II romanzo come spettacolo;Venezia: archetipo e utopia della città acquatica;"
"Sforza Francesco","1","Il mondo alla rovescia;Cartoline dall'America;"
"Shakespeare William","19","La sfida al labirinto;Luigi Malerba, Le parole abbandonate;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lettera di dimissioni dal P.C.I.;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Natura e storia nel romanzo;I livelli della realtà in letteratura;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Pavese: essere e fare;Gerolamo Cardano;Dialogo di due scrittori in crisi;Defoe: Robinson Crusoe, il giornale delle virtù mercantili;Le sette principesse di Nezami;L'antitesi operaia;Bachtin;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;Lo sport della scienza;"
"Shannon Claude Elwood","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Shantaram V.","1","Filosofia e letteratura;La paura di sbagliare;"
"Shaw George Bernard","6","Filosofia e letteratura;Glí amori difficili dei romanzi coi film;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Shelley Mary","1","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"ShelJey Percy Bysshe","1","La sfida al labirinto;L'oceano e il ragazzo di Giuseppe Conte;"
"Sherman William Tecumseh","1","Mark Twain, L'uomo che corruppe Hadleyburg;"
"Siciliano Enzo","1","Natura e storia nel romanzo;L'estremismo;"
"Sieffert ReneÃÅ","2","Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;"
"Silla Lucio Cornelio","1","Natura e storia nel romanzo;II maiale e l'archeologo;"
"Sillitoe Alan","2","Vittorini: progettazione e letteratura;Sul tradurre;"
"Simeonova Marina","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Simonis Ippolito","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Bibliografia della critica;"
"SimonovKonstantin","2","La sfida al labirinto;il futuro ha un cuore antico di Carlo Levi;L'antitesi operaia;Aleksandr Fadeev, La disfatta;"
"Simplicio","1","Natura e storia nel romanzo;La penna in prima persona (Per i disegni di Saul Steinberg);"
"Simpson Wallis","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Singer Esther Judith (detta Chichita)","2","Una lettera dal Sahara;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Calvert Casey;"
"Sinigaglia Alberto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Le età dell'uomo;"
"Skinner Burrhus Frederic","1","La «belle époque» inaspettata;Giammaria Ortes;"
"Sklovskij Viktor Borisovic","1","Un'amara serenità;Gianni Rodari;"
"Skorzeny Otto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;"
"Sloan John","1","Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;"
"Smith Adam","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;"
"Snow Edgar","1","Vittorini: progettazione e letteratura;La «Einaudi Biblioteca Giovani»;"
"Socrate","4","Tre correnti del romanzo italiano d'oggi;il mihrab;Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;Perché leggere i classici;Il mondo alla rovescia;Cartoline dall'America;"
"Soffici Ardengo","1","Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;"
"Sogi","1","Il mare dell'oggettività;I mille giardini;"
"Soldati Mario","7","I cinque tavoli di Stevenson;La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;Filosofia e letteratura;La paura di sbagliare;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Il dialetto;"
"Sollers Philippe","2","Filosofia e letteratura;Vittorini: progettazione e letteratura;Sulla neo-avanguardia;"
"Solmi Renato","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;"
"Solmi Sergio","7","Ricordo di Bobi Bazlen;Un'amara serenità;In memoria di Sergio Solmi;L'antitesi operaia;Jorge Luis Borges;L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Solochov Michail Aleksandrovic","3","L'antitesi operaia;Aleksandr Fadeev, La disfatta;Pasternak e la rivoluzione;Filosofia e letteratura;Sciolti dal «giuramento»;"
"Sonnino Giorgio","1","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;"
"Sontag Susan","1","L'antitesi operaia;Biffures di Michel Leiris;"
"Soriano Mare","2","L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Soupault Pierre","1","Vittorini: progettazione e letteratura;Perché scrivete?;"
"Souvarine Boris","1","L'antitesi operaia;La filosofia di Raymond Queneau;"
"Spaini Alberto","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Spellman Francis Joseph- cardinale","3","Cartoline dall'America;Definizioni di territori: il fantastico;Diario americano 1960;"
"Spenser Edmund","3","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Il mare dell'oggettività;La geografia delle fate;Vittorini: progettazione e letteratura;Libri di cavalleria: Tírant lo Blanc;"
"Spinazzola Vittorio","1","Natura e storia nel romanzo;Note sul linguaggio politico;"
"Spinola Luca","1","Liguria;"
"Spinoza Benedetto","7","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Tre correnti del romanzo italiano d'oggi;5. Molteplicità;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;La sfida al labirinto;La Meditazione milanese;II Pasticciaccio;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);La città di domani;"
"Spitzer Leo","4","Il mare dell'oggettività;La vecchia signora in chimono viola;Vittorini: progettazione e letteratura;I cavalieri del Graal;Per Fourier: 1. La società amorosa;Intervista di Alberto Arbasino;"
"Spitzner P.","6","Natura e storia nel romanzo;Il museo dei mostri di cera;"
"Spriano Paolo","2","Per Fourier: 2. L'ordinatore dei desideri;Gli anni dell'«Unità»;Natura e storia nel romanzo;L'estate del '56;"
"Stael Holstein Anne Louise Germaine Necker de","1","Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;"
"Stakhanov Aleksej Grigor'evic","1","L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;"
"Stalin Iosif Vissarionovic Dzugazvili","27","L'antitesi operaia;Pasternak e la rivoluzione;Filosofia e letteratura;L'infernale Quinlan di Orson Welles;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Taccuino di viaggio nell'Unione Sovietica;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Cartoline dall'America;Definizioni di territori: il fantastico;Diario americano 1960;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Togliatti e De Gasperi;Sono stato stalinista anch'io?;L'estate del '56;Ricordo di Felice Balbo;"
"StanislavskijKonstantin Alekseev","1","La macchina spasmodica;Cartoline dall'America;"
"Stanley Henry Morton","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Starace Achille","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;"
"StarobinskiJean","3","Tre correnti del romanzo italiano d'oggi;4. Visibilità;La «belle époque» inaspettata;La conoscenza pulviscolare in Stendhal;"
"Stein Charlotte von","2","Tre correnti del romanzo italiano d'oggi;5. Molteplicità;L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Stein Gertrude","1","La filosofia di Raymond Queneau;"
"SteinbeckJohn","2","La sfida al labirinto;Pavese in tre libri;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Steinberg Saul","6","Natura e storia nel romanzo;La penna in prima persona (Per i disegni di Saul Steinberg);Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Vittorio Metz;"
"Steiner Albe","5","Natura e storia nel romanzo;La città scritta: epigrafi e graffiti;Per Fourier: 2. L'ordinatore dei desideri;Il segreto di Albe Steiner;"
"Steiner Rudolf","1","Autobiografia politica giovanile;"
"Stendhal (Henri Beyle)","48","Due interviste su scienza e letteratura;Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Usi politici giusti e sbagliati della letteratura;Appendice: Sotto quella pietra;Com'era nuovo il Nuovo Mondo;Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;Le meraviglie della cronaca nera;Scrittori che disegnano;Pavese: essere e fare;I capitani di Conrad;Dialogo di due scrittori in crisi;Defoe: Robinson Crusoe, il giornale delle virtù mercantili;Gustave Flaubert, Trois contes;La «belle époque» inaspettata;La conoscenza pulviscolare in Stendhal;Guida alla Chartreuse a uso dei nuovi lettori;Roberto Calasso, La rovina di Kasch;L'antitesi operaia;Hemingway e noi;L'italiano, una lingua tra le altre lingue;Letteratura, città aperta?;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Un progetto di rivista;Perché leggere i classici;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Saggi sull'amore di Ortega y Gasset;Fato antico e fato moderno di Giorgio de Santillana;II romanzo come spettacolo;Palomar nel Massachusetts;Intervista di Maria Corti;"
"Stengers Isabelle","2","Per chi si scrive? (Lo scaffale ipotetico);Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Steno (Stefano Vanzina)","1","Filosofia e letteratura;I1 realismo italiano nel cinema e nella narrativa;"
